race,year,driver,start_lap,last_lap_time
Singapore,2025,RUS,21,97.259
Singapore,2025,RUS,22,97.109
Singapore,2025,RUS,23,97.226
Singapore,2025,RUS,24,97.158
Singapore,2025,RUS,27,97.199
Singapore,2025,RUS,28,95.676
Singapore,2025,RUS,29,95.843
Singapore,2025,RUS,30,95.795
Singapore,2025,RUS,31,96.027
Singapore,2025,RUS,32,95.912
Singapore,2025,RUS,33,95.836
Singapore,2025,RUS,34,96.123
Singapore,2025,RUS,35,95.904
Singapore,2025,RUS,36,95.879
Singapore,2025,RUS,37,95.91
Singapore,2025,RUS,38,96.119
Singapore,2025,RUS,39,96.189
Singapore,2025,RUS,40,96.248
Singapore,2025,RUS,41,96.357
Singapore,2025,RUS,42,96.128
Singapore,2025,RUS,43,97.0
Singapore,2025,RUS,44,97.065
Singapore,2025,RUS,46,97.89
Singapore,2025,RUS,47,97.026
Singapore,2025,RUS,48,96.761
Singapore,2025,RUS,49,96.183
Singapore,2025,RUS,50,96.077
Singapore,2025,RUS,51,96.223
Singapore,2025,RUS,52,97.317
Singapore,2025,RUS,53,97.388
Singapore,2025,RUS,54,96.261
Singapore,2025,RUS,55,96.254
Singapore,2025,RUS,56,96.153
Singapore,2025,RUS,57,96.333
Singapore,2025,RUS,58,96.133
Austria,2025,HAM,19,71.052
Austria,2025,HAM,20,70.811
Austria,2025,HAM,21,70.942
Austria,2025,HAM,22,71.728
Austria,2025,HAM,23,71.07
Austria,2025,HAM,24,71.377
Austria,2025,HAM,25,71.132
Austria,2025,HAM,28,71.588
Austria,2025,HAM,29,70.23
Austria,2025,HAM,31,70.653
Austria,2025,HAM,32,69.979
Austria,2025,HAM,33,69.933
Austria,2025,HAM,34,69.864
Austria,2025,HAM,35,69.769
Austria,2025,HAM,36,69.961
Austria,2025,HAM,37,69.425
Austria,2025,HAM,38,69.665
Austria,2025,HAM,39,69.319
Austria,2025,HAM,40,70.055
Austria,2025,HAM,41,69.641
Austria,2025,HAM,42,70.106
Austria,2025,HAM,43,70.087
Austria,2025,HAM,44,69.923
Austria,2025,HAM,45,70.173
Austria,2025,HAM,46,70.61
Austria,2025,HAM,47,70.346
Austria,2025,HAM,48,70.282
Austria,2025,HAM,49,71.777
Austria,2025,HAM,52,70.432
Austria,2025,HAM,53,69.115
Austria,2025,HAM,54,68.628
Austria,2025,HAM,55,68.979
Austria,2025,HAM,56,68.757
Austria,2025,HAM,57,68.989
Austria,2025,HAM,58,68.938
Austria,2025,HAM,59,68.669
Austria,2025,HAM,60,69.31
Austria,2025,HAM,61,69.324
Austria,2025,HAM,62,69.266
Austria,2025,HAM,63,69.287
Austria,2025,HAM,64,69.242
Austria,2025,HAM,65,69.088
Austria,2025,HAM,66,69.447
Azerbaijan,2025,LEC,25,105.411
Azerbaijan,2025,LEC,26,105.605
Azerbaijan,2025,LEC,27,105.699
Azerbaijan,2025,LEC,28,105.032
Azerbaijan,2025,LEC,29,106.303
Azerbaijan,2025,LEC,30,105.653
Azerbaijan,2025,LEC,31,105.465
Azerbaijan,2025,LEC,32,105.36
Azerbaijan,2025,LEC,33,105.498
Azerbaijan,2025,LEC,34,105.61
Azerbaijan,2025,LEC,35,105.343
Azerbaijan,2025,LEC,36,105.28
Azerbaijan,2025,LEC,37,105.438
Azerbaijan,2025,LEC,38,104.704
Azerbaijan,2025,LEC,39,105.177
Azerbaijan,2025,LEC,40,106.567
Azerbaijan,2025,LEC,41,105.426
Azerbaijan,2025,LEC,42,106.161
Azerbaijan,2025,LEC,43,105.0
Azerbaijan,2025,LEC,44,106.73
Azerbaijan,2025,LEC,45,104.8
Azerbaijan,2025,LEC,46,104.631
Azerbaijan,2025,LEC,47,104.732
Saudi Arabia,2024,OCO,21,95.02
Saudi Arabia,2024,OCO,22,94.925
Saudi Arabia,2024,OCO,23,95.218
Saudi Arabia,2024,OCO,24,96.216
Saudi Arabia,2024,OCO,25,96.124
Saudi Arabia,2024,OCO,26,96.373
Saudi Arabia,2024,OCO,27,96.331
Saudi Arabia,2024,OCO,28,96.399
Saudi Arabia,2024,OCO,29,95.884
Saudi Arabia,2024,OCO,30,95.305
Saudi Arabia,2024,OCO,31,96.117
Saudi Arabia,2024,OCO,32,95.912
Saudi Arabia,2024,OCO,33,95.709
Saudi Arabia,2024,OCO,34,95.753
Saudi Arabia,2024,OCO,35,94.087
Saudi Arabia,2024,OCO,36,94.061
Saudi Arabia,2024,OCO,37,93.799
Saudi Arabia,2024,OCO,38,93.81
Saudi Arabia,2024,OCO,39,93.845
Saudi Arabia,2024,OCO,40,94.047
Saudi Arabia,2024,OCO,41,93.716
Saudi Arabia,2024,OCO,42,93.711
Saudi Arabia,2024,OCO,43,93.633
Saudi Arabia,2024,OCO,44,94.59
Saudi Arabia,2024,OCO,45,93.871
Emilia Romagna,2024,ZHO,17,82.789
Emilia Romagna,2024,ZHO,18,83.033
Emilia Romagna,2024,ZHO,19,83.106
Emilia Romagna,2024,ZHO,20,83.179
Emilia Romagna,2024,ZHO,21,83.207
Emilia Romagna,2024,ZHO,22,83.217
Emilia Romagna,2024,ZHO,23,83.261
Emilia Romagna,2024,ZHO,24,83.02
Emilia Romagna,2024,ZHO,25,83.021
Emilia Romagna,2024,ZHO,26,83.36
Emilia Romagna,2024,ZHO,27,83.041
Emilia Romagna,2024,ZHO,28,82.929
Emilia Romagna,2024,ZHO,29,82.921
Emilia Romagna,2024,ZHO,30,83.118
Emilia Romagna,2024,ZHO,31,83.117
Emilia Romagna,2024,ZHO,32,83.326
Emilia Romagna,2024,ZHO,35,83.806
Emilia Romagna,2024,ZHO,36,81.317
Emilia Romagna,2024,ZHO,37,83.077
Emilia Romagna,2024,ZHO,38,81.016
Emilia Romagna,2024,ZHO,39,81.549
Emilia Romagna,2024,ZHO,40,81.58
Emilia Romagna,2024,ZHO,41,81.914
Emilia Romagna,2024,ZHO,42,81.383
Emilia Romagna,2024,ZHO,43,82.007
Emilia Romagna,2024,ZHO,44,83.86
Emilia Romagna,2024,ZHO,45,81.23
Emilia Romagna,2024,ZHO,46,81.651
Emilia Romagna,2024,ZHO,47,81.675
Emilia Romagna,2024,ZHO,48,81.817
Emilia Romagna,2024,ZHO,49,84.342
Emilia Romagna,2024,ZHO,50,81.934
Emilia Romagna,2024,ZHO,51,82.488
Emilia Romagna,2024,ZHO,52,84.214
Emilia Romagna,2024,ZHO,53,82.64
Emilia Romagna,2024,ZHO,54,82.802
Emilia Romagna,2024,ZHO,55,84.084
Emilia Romagna,2024,ZHO,56,82.694
Emilia Romagna,2024,ZHO,57,82.942
Emilia Romagna,2024,ZHO,58,83.906
Canada,2025,ALO,19,77.229
Canada,2025,ALO,20,77.07
Canada,2025,ALO,21,77.714
Canada,2025,ALO,22,77.765
Canada,2025,ALO,23,77.288
Canada,2025,ALO,24,76.792
Canada,2025,ALO,25,77.132
Canada,2025,ALO,26,76.688
Canada,2025,ALO,27,76.653
Canada,2025,ALO,28,76.949
Canada,2025,ALO,29,77.163
Canada,2025,ALO,30,77.482
Canada,2025,ALO,31,76.48
Canada,2025,ALO,32,76.486
Canada,2025,ALO,33,76.499
Canada,2025,ALO,34,77.149
Canada,2025,ALO,35,77.092
Canada,2025,ALO,36,76.58
Canada,2025,ALO,37,76.433
Canada,2025,ALO,38,76.791
Canada,2025,ALO,39,76.679
Canada,2025,ALO,40,76.365
Canada,2025,ALO,41,76.344
Canada,2025,ALO,42,76.195
Canada,2025,ALO,43,75.931
Canada,2025,ALO,44,76.007
Canada,2025,ALO,45,76.141
Canada,2025,ALO,46,76.119
Canada,2025,ALO,47,76.365
Canada,2025,ALO,49,76.946
Canada,2025,ALO,52,76.958
Canada,2025,ALO,53,75.621
Canada,2025,ALO,54,75.071
Canada,2025,ALO,55,75.176
Canada,2025,ALO,56,75.407
Canada,2025,ALO,57,75.88
Canada,2025,ALO,58,75.275
Canada,2025,ALO,59,75.024
Canada,2025,ALO,60,75.694
Canada,2025,ALO,61,76.197
Abu Dhabi,2025,BOR,19,90.116
Abu Dhabi,2025,BOR,20,90.036
Abu Dhabi,2025,BOR,21,90.128
Abu Dhabi,2025,BOR,22,90.056
Abu Dhabi,2025,BOR,23,90.34
Abu Dhabi,2025,BOR,24,89.997
Abu Dhabi,2025,BOR,25,90.145
Abu Dhabi,2025,BOR,26,90.091
Abu Dhabi,2025,BOR,27,89.933
Abu Dhabi,2025,BOR,28,90.479
Abu Dhabi,2025,BOR,29,90.695
Abu Dhabi,2025,BOR,30,90.312
Abu Dhabi,2025,BOR,31,89.833
Abu Dhabi,2025,BOR,32,89.981
Abu Dhabi,2025,BOR,33,89.829
Abu Dhabi,2025,BOR,34,89.954
Abu Dhabi,2025,BOR,35,89.862
Abu Dhabi,2025,BOR,36,89.708
Abu Dhabi,2025,BOR,37,89.735
Abu Dhabi,2025,BOR,38,90.367
Abu Dhabi,2025,BOR,39,91.005
Abu Dhabi,2025,BOR,40,90.115
Abu Dhabi,2025,BOR,41,90.021
Abu Dhabi,2025,BOR,42,91.051
Abu Dhabi,2025,BOR,43,89.836
Abu Dhabi,2025,BOR,44,90.299
Abu Dhabi,2025,BOR,45,89.654
Abu Dhabi,2025,BOR,46,89.363
Abu Dhabi,2025,BOR,47,89.386
Abu Dhabi,2025,BOR,48,89.114
Abu Dhabi,2025,BOR,49,89.371
Abu Dhabi,2025,BOR,50,89.459
Abu Dhabi,2025,BOR,51,89.145
Abu Dhabi,2025,BOR,52,89.253
Abu Dhabi,2025,BOR,53,89.229
Abu Dhabi,2025,BOR,54,89.609
Belgium,2024,HAM,20,108.04
Belgium,2024,HAM,21,108.237
Belgium,2024,HAM,22,108.396
Belgium,2024,HAM,23,108.368
Belgium,2024,HAM,24,108.338
Belgium,2024,HAM,25,108.028
Belgium,2024,HAM,28,107.845
Belgium,2024,HAM,29,107.396
Belgium,2024,HAM,30,107.429
Belgium,2024,HAM,31,107.031
Belgium,2024,HAM,32,107.182
Belgium,2024,HAM,33,107.003
Belgium,2024,HAM,34,106.653
Belgium,2024,HAM,35,106.856
Belgium,2024,HAM,36,106.729
Belgium,2024,HAM,37,106.931
Belgium,2024,HAM,38,107.042
Belgium,2024,HAM,39,106.747
Belgium,2024,HAM,40,107.054
Las Vegas,2024,RUS,19,97.964
Las Vegas,2024,RUS,20,98.003
Las Vegas,2024,RUS,21,97.733
Las Vegas,2024,RUS,22,97.359
Las Vegas,2024,RUS,23,97.556
Las Vegas,2024,RUS,24,97.73
Las Vegas,2024,RUS,25,97.576
Las Vegas,2024,RUS,26,97.724
Las Vegas,2024,RUS,27,97.467
Las Vegas,2024,RUS,28,97.609
Las Vegas,2024,RUS,29,97.896
Las Vegas,2024,RUS,30,97.556
Las Vegas,2024,RUS,31,97.544
Las Vegas,2024,RUS,34,97.801
Las Vegas,2024,RUS,35,97.621
Las Vegas,2024,RUS,36,97.246
Las Vegas,2024,RUS,37,97.021
Las Vegas,2024,RUS,38,96.844
Las Vegas,2024,RUS,39,96.407
Las Vegas,2024,RUS,40,96.275
Las Vegas,2024,RUS,41,96.358
Las Vegas,2024,RUS,42,96.559
Las Vegas,2024,RUS,43,96.344
Las Vegas,2024,RUS,44,95.951
Las Vegas,2024,RUS,45,95.946
Las Vegas,2024,RUS,46,96.057
Canada,2025,VER,19,76.005
Canada,2025,VER,20,75.787
Canada,2025,VER,21,75.769
Canada,2025,VER,22,75.715
Canada,2025,VER,23,75.716
Canada,2025,VER,24,75.824
Canada,2025,VER,25,75.774
Canada,2025,VER,26,75.738
Canada,2025,VER,27,75.715
Canada,2025,VER,28,75.464
Canada,2025,VER,29,76.168
Canada,2025,VER,30,76.065
Canada,2025,VER,31,76.033
Canada,2025,VER,32,75.825
Canada,2025,VER,33,75.845
Canada,2025,VER,34,76.187
Canada,2025,VER,35,76.052
Canada,2025,VER,36,76.223
Canada,2025,VER,39,76.123
Canada,2025,VER,40,75.243
Canada,2025,VER,41,75.451
Canada,2025,VER,42,75.291
Canada,2025,VER,43,75.347
Canada,2025,VER,44,75.077
Canada,2025,VER,45,75.399
Canada,2025,VER,46,75.05
Canada,2025,VER,47,75.21
Canada,2025,VER,50,75.339
Canada,2025,VER,51,75.025
Canada,2025,VER,52,75.043
Canada,2025,VER,53,75.113
Canada,2025,VER,54,75.119
Canada,2025,VER,55,74.878
Canada,2025,VER,56,74.747
Canada,2025,VER,57,74.432
Canada,2025,VER,58,74.557
Canada,2025,VER,59,74.953
Canada,2025,VER,60,74.734
Canada,2025,VER,61,74.686
Canada,2025,VER,62,74.491
Saudi Arabia,2025,HAD,19,95.052
Saudi Arabia,2025,HAD,20,95.409
Saudi Arabia,2025,HAD,21,95.561
Saudi Arabia,2025,HAD,22,96.445
Saudi Arabia,2025,HAD,23,96.137
Saudi Arabia,2025,HAD,24,94.873
Saudi Arabia,2025,HAD,25,94.396
Saudi Arabia,2025,HAD,26,94.092
Saudi Arabia,2025,HAD,27,94.097
Saudi Arabia,2025,HAD,28,94.134
Saudi Arabia,2025,HAD,29,94.231
Saudi Arabia,2025,HAD,30,94.398
Saudi Arabia,2025,HAD,31,95.998
Saudi Arabia,2025,HAD,32,95.421
Saudi Arabia,2025,HAD,33,94.621
Saudi Arabia,2025,HAD,36,94.595
Saudi Arabia,2025,HAD,37,93.512
Saudi Arabia,2025,HAD,38,93.341
Saudi Arabia,2025,HAD,39,93.762
Saudi Arabia,2025,HAD,40,93.257
Saudi Arabia,2025,HAD,41,93.522
Saudi Arabia,2025,HAD,42,93.933
Saudi Arabia,2025,HAD,43,93.892
Saudi Arabia,2025,HAD,44,94.173
Saudi Arabia,2025,HAD,45,93.859
Saudi Arabia,2025,HAD,46,93.407
Japan,2024,PIA,21,96.984
Japan,2024,PIA,22,97.416
Japan,2024,PIA,23,98.625
Japan,2024,PIA,24,98.919
Japan,2024,PIA,25,97.175
Japan,2024,PIA,26,97.776
Japan,2024,PIA,27,97.364
Japan,2024,PIA,28,97.389
Japan,2024,PIA,29,97.438
Japan,2024,PIA,30,97.771
Japan,2024,PIA,31,97.946
Japan,2024,PIA,34,97.845
Japan,2024,PIA,35,95.255
Japan,2024,PIA,36,94.802
Japan,2024,PIA,37,95.128
Japan,2024,PIA,38,95.4
Japan,2024,PIA,39,95.267
Japan,2024,PIA,40,96.036
Japan,2024,PIA,41,95.888
Japan,2024,PIA,43,95.545
Japan,2024,PIA,44,95.841
Japan,2024,PIA,45,95.539
Japan,2024,PIA,46,95.648
Japan,2024,PIA,47,95.755
Japan,2024,PIA,48,95.891
Japan,2024,PIA,49,95.898
Qatar,2025,PIA,21,85.806
Qatar,2025,PIA,22,85.958
Qatar,2025,PIA,23,85.87
Qatar,2025,PIA,26,85.857
Qatar,2025,PIA,27,84.945
Qatar,2025,PIA,28,84.951
Qatar,2025,PIA,29,85.269
Qatar,2025,PIA,30,85.696
Qatar,2025,PIA,31,85.56
Qatar,2025,PIA,32,85.537
Qatar,2025,PIA,33,86.062
Qatar,2025,PIA,34,84.143
Qatar,2025,PIA,35,84.497
Qatar,2025,PIA,36,84.33
Qatar,2025,PIA,37,84.544
Qatar,2025,PIA,38,84.574
Qatar,2025,PIA,39,84.566
Qatar,2025,PIA,40,84.44
Qatar,2025,PIA,41,84.777
Qatar,2025,PIA,44,84.786
Qatar,2025,PIA,45,82.996
Qatar,2025,PIA,46,83.324
Qatar,2025,PIA,47,83.333
Qatar,2025,PIA,48,83.411
Qatar,2025,PIA,49,83.062
Qatar,2025,PIA,50,83.172
Qatar,2025,PIA,51,83.248
Qatar,2025,PIA,52,83.833
Qatar,2025,PIA,53,83.9
Saudi Arabia,2025,SAI,19,95.192
Saudi Arabia,2025,SAI,20,95.33
Saudi Arabia,2025,SAI,23,95.533
Saudi Arabia,2025,SAI,24,94.455
Saudi Arabia,2025,SAI,25,94.641
Saudi Arabia,2025,SAI,26,93.923
Saudi Arabia,2025,SAI,27,94.632
Saudi Arabia,2025,SAI,28,94.953
Saudi Arabia,2025,SAI,29,94.658
Saudi Arabia,2025,SAI,30,94.179
Saudi Arabia,2025,SAI,31,94.313
Saudi Arabia,2025,SAI,32,94.338
Saudi Arabia,2025,SAI,33,93.728
Saudi Arabia,2025,SAI,34,93.613
Saudi Arabia,2025,SAI,35,93.969
Saudi Arabia,2025,SAI,36,93.908
Saudi Arabia,2025,SAI,37,93.96
Saudi Arabia,2025,SAI,38,94.269
Saudi Arabia,2025,SAI,39,94.131
Saudi Arabia,2025,SAI,40,94.793
Saudi Arabia,2025,SAI,41,93.864
Saudi Arabia,2025,SAI,42,94.018
Saudi Arabia,2025,SAI,43,93.905
Saudi Arabia,2025,SAI,44,93.933
Saudi Arabia,2025,SAI,45,93.668
Saudi Arabia,2025,SAI,46,93.804
Saudi Arabia,2024,PER,20,93.545
Saudi Arabia,2024,PER,21,93.377
Saudi Arabia,2024,PER,22,93.132
Saudi Arabia,2024,PER,23,93.064
Saudi Arabia,2024,PER,24,92.97
Saudi Arabia,2024,PER,25,92.795
Saudi Arabia,2024,PER,26,93.029
Saudi Arabia,2024,PER,27,92.75
Saudi Arabia,2024,PER,28,92.734
Saudi Arabia,2024,PER,29,92.968
Saudi Arabia,2024,PER,30,92.671
Saudi Arabia,2024,PER,31,92.782
Saudi Arabia,2024,PER,32,92.825
Saudi Arabia,2024,PER,33,92.506
Saudi Arabia,2024,PER,34,92.564
Saudi Arabia,2024,PER,35,92.631
Saudi Arabia,2024,PER,36,92.418
Saudi Arabia,2024,PER,37,92.363
Saudi Arabia,2024,PER,38,92.273
Saudi Arabia,2024,PER,39,92.711
Saudi Arabia,2024,PER,40,92.35
Saudi Arabia,2024,PER,41,92.72
Saudi Arabia,2024,PER,42,92.48
Saudi Arabia,2024,PER,43,92.433
Saudi Arabia,2024,PER,44,92.392
Saudi Arabia,2024,PER,45,92.441
Saudi Arabia,2024,PER,46,92.562
Miami,2024,STR,19,93.861
Miami,2024,STR,20,93.635
Miami,2024,STR,21,93.816
Miami,2024,STR,24,93.727
Miami,2024,STR,25,93.838
Miami,2024,STR,26,93.711
Miami,2024,STR,27,93.698
Miami,2024,STR,33,93.861
Miami,2024,STR,34,93.033
Miami,2024,STR,35,93.559
Miami,2024,STR,36,92.95
Miami,2024,STR,37,93.354
Miami,2024,STR,38,93.145
Miami,2024,STR,39,92.789
Miami,2024,STR,40,92.919
Miami,2024,STR,41,94.389
Miami,2024,STR,42,92.16
Miami,2024,STR,43,92.584
Miami,2024,STR,44,92.958
Miami,2024,STR,45,92.524
Miami,2024,STR,46,92.836
Miami,2024,STR,47,92.451
Miami,2024,STR,48,92.442
Miami,2024,STR,49,92.935
Miami,2024,STR,50,92.342
Miami,2024,STR,51,91.991
Miami,2024,STR,52,93.951
Miami,2024,STR,53,93.206
Saudi Arabia,2024,BEA,21,94.828
Saudi Arabia,2024,BEA,22,94.368
Saudi Arabia,2024,BEA,23,94.559
Saudi Arabia,2024,BEA,24,94.128
Saudi Arabia,2024,BEA,25,93.966
Saudi Arabia,2024,BEA,26,93.924
Saudi Arabia,2024,BEA,27,93.788
Saudi Arabia,2024,BEA,28,93.808
Saudi Arabia,2024,BEA,29,93.639
Saudi Arabia,2024,BEA,30,93.379
Saudi Arabia,2024,BEA,31,93.771
Saudi Arabia,2024,BEA,32,93.446
Saudi Arabia,2024,BEA,33,93.086
Saudi Arabia,2024,BEA,34,93.551
Saudi Arabia,2024,BEA,35,93.256
Saudi Arabia,2024,BEA,36,93.266
Saudi Arabia,2024,BEA,37,93.053
Saudi Arabia,2024,BEA,38,93.052
Saudi Arabia,2024,BEA,39,92.708
Saudi Arabia,2024,BEA,40,92.756
Saudi Arabia,2024,BEA,41,92.607
Saudi Arabia,2024,BEA,42,92.691
Saudi Arabia,2024,BEA,43,92.656
Saudi Arabia,2024,BEA,44,92.672
Saudi Arabia,2024,BEA,45,92.322
Saudi Arabia,2024,BEA,46,92.613
Las Vegas,2025,LAW,21,96.713
Las Vegas,2025,LAW,22,96.846
Las Vegas,2025,LAW,23,97.048
Las Vegas,2025,LAW,24,96.997
Las Vegas,2025,LAW,25,97.142
Las Vegas,2025,LAW,26,97.086
Las Vegas,2025,LAW,27,96.931
Las Vegas,2025,LAW,30,97.613
Las Vegas,2025,LAW,31,96.278
Las Vegas,2025,LAW,32,95.838
Las Vegas,2025,LAW,33,95.658
Las Vegas,2025,LAW,34,95.535
Las Vegas,2025,LAW,35,95.651
Las Vegas,2025,LAW,36,95.788
Las Vegas,2025,LAW,37,95.526
Las Vegas,2025,LAW,38,95.868
Las Vegas,2025,LAW,39,95.855
Las Vegas,2025,LAW,40,95.97
Las Vegas,2025,LAW,41,96.42
Las Vegas,2025,LAW,42,95.824
Las Vegas,2025,LAW,43,95.695
Las Vegas,2025,LAW,44,95.644
Las Vegas,2025,LAW,45,95.458
Italy,2025,ALB,17,84.499
Italy,2025,ALB,18,84.422
Italy,2025,ALB,19,84.738
Italy,2025,ALB,20,84.251
Italy,2025,ALB,21,84.239
Italy,2025,ALB,22,83.815
Italy,2025,ALB,23,83.738
Italy,2025,ALB,24,83.781
Italy,2025,ALB,25,83.867
Italy,2025,ALB,26,83.726
Italy,2025,ALB,27,83.246
Italy,2025,ALB,28,83.723
Italy,2025,ALB,29,83.349
Italy,2025,ALB,30,83.229
Italy,2025,ALB,31,83.129
Italy,2025,ALB,32,83.005
Italy,2025,ALB,33,83.149
Italy,2025,ALB,34,82.995
Italy,2025,ALB,35,82.906
Italy,2025,ALB,36,82.497
Italy,2025,ALB,37,82.609
Italy,2025,ALB,38,82.729
Italy,2025,ALB,39,82.658
Italy,2025,ALB,43,82.673
Italy,2025,ALB,44,81.899
Italy,2025,ALB,45,82.126
Italy,2025,ALB,46,82.034
Italy,2025,ALB,47,81.745
Italy,2025,ALB,48,81.63
Italy,2025,ALB,49,81.96
Italy,2024,RIC,19,85.062
Italy,2024,RIC,20,84.897
Italy,2024,RIC,21,84.753
Italy,2024,RIC,22,84.991
Italy,2024,RIC,23,85.08
Italy,2024,RIC,24,84.848
Italy,2024,RIC,25,84.931
Italy,2024,RIC,26,85.047
Italy,2024,RIC,27,84.906
Italy,2024,RIC,28,85.595
Italy,2024,RIC,29,85.38
Italy,2024,RIC,30,84.835
Italy,2024,RIC,31,84.97
Italy,2024,RIC,32,84.875
Italy,2024,RIC,33,84.69
Italy,2024,RIC,34,84.662
Italy,2024,RIC,35,84.777
Italy,2024,RIC,36,85.588
Italy,2024,RIC,37,85.081
Italy,2024,RIC,38,85.095
Italy,2024,RIC,39,85.288
Italy,2024,RIC,40,85.033
Italy,2024,RIC,41,85.025
Italy,2024,RIC,42,84.945
Italy,2024,RIC,43,84.954
Italy,2024,RIC,44,85.179
Italy,2024,RIC,45,84.776
Italy,2024,RIC,46,85.063
Italy,2024,RIC,47,85.685
Italy,2024,RIC,48,84.775
Italy,2024,RIC,49,84.518
Canada,2025,STR,17,78.285
Canada,2025,STR,18,77.896
Canada,2025,STR,19,77.968
Canada,2025,STR,20,77.828
Canada,2025,STR,21,77.933
Canada,2025,STR,22,79.329
Canada,2025,STR,23,77.955
Canada,2025,STR,26,78.552
Canada,2025,STR,27,76.577
Canada,2025,STR,28,76.717
Canada,2025,STR,29,76.329
Canada,2025,STR,30,76.653
Canada,2025,STR,31,76.514
Canada,2025,STR,32,76.319
Canada,2025,STR,33,76.36
Canada,2025,STR,34,76.338
Canada,2025,STR,35,76.274
Canada,2025,STR,36,76.217
Canada,2025,STR,37,76.39
Canada,2025,STR,38,76.428
Canada,2025,STR,39,78.042
Canada,2025,STR,40,77.22
Canada,2025,STR,41,76.962
Canada,2025,STR,42,76.765
Canada,2025,STR,43,77.432
Canada,2025,STR,44,77.336
Canada,2025,STR,45,77.512
Canada,2025,STR,46,76.881
Canada,2025,STR,47,77.704
Canada,2025,STR,49,77.613
Canada,2025,STR,50,76.591
Canada,2025,STR,53,76.496
Canada,2025,STR,54,75.244
Canada,2025,STR,55,75.298
Canada,2025,STR,56,74.943
Canada,2025,STR,57,74.912
Canada,2025,STR,58,74.902
Canada,2025,STR,59,75.062
Canada,2025,STR,60,75.025
Canada,2024,TSU,18,88.126
Canada,2024,TSU,19,87.732
Canada,2024,TSU,20,86.668
Canada,2024,TSU,21,87.795
Canada,2024,TSU,22,86.941
Canada,2024,TSU,23,86.823
Canada,2024,TSU,30,86.583
Canada,2024,TSU,31,88.487
Canada,2024,TSU,32,91.035
Canada,2024,TSU,33,91.251
Canada,2024,TSU,34,90.814
Canada,2024,TSU,35,89.198
Canada,2024,TSU,36,88.531
Canada,2024,TSU,37,87.766
Canada,2024,TSU,38,86.869
Canada,2024,TSU,39,87.137
Canada,2024,TSU,40,86.152
Canada,2024,TSU,42,85.706
Canada,2024,TSU,43,84.661
Canada,2024,TSU,46,84.662
Canada,2024,TSU,47,85.271
Canada,2024,TSU,48,84.457
Canada,2024,TSU,50,82.657
Canada,2024,TSU,51,79.986
Canada,2024,TSU,59,79.266
Canada,2024,TSU,60,80.714
Canada,2024,TSU,61,78.976
Canada,2024,TSU,62,80.193
Canada,2024,TSU,63,78.186
Canada,2024,TSU,64,78.027
Canada,2024,TSU,65,77.622
São Paulo,2024,ALO,19,84.035
São Paulo,2024,ALO,20,84.787
São Paulo,2024,ALO,21,83.949
São Paulo,2024,ALO,22,84.09
São Paulo,2024,ALO,23,84.384
São Paulo,2024,ALO,24,84.204
São Paulo,2024,ALO,25,84.27
São Paulo,2024,ALO,29,84.443
São Paulo,2024,ALO,34,105.422
São Paulo,2024,ALO,35,99.529
São Paulo,2024,ALO,37,92.61
São Paulo,2024,ALO,44,88.143
São Paulo,2024,ALO,45,85.846
São Paulo,2024,ALO,46,83.861
São Paulo,2024,ALO,47,85.094
São Paulo,2024,ALO,48,83.697
São Paulo,2024,ALO,49,83.379
São Paulo,2024,ALO,50,83.573
São Paulo,2024,ALO,52,83.712
São Paulo,2024,ALO,53,83.078
São Paulo,2024,ALO,54,83.265
São Paulo,2024,ALO,55,82.791
São Paulo,2024,ALO,56,83.683
São Paulo,2024,ALO,57,84.72
São Paulo,2024,ALO,58,84.175
São Paulo,2024,ALO,59,82.968
São Paulo,2024,ALO,60,82.293
São Paulo,2024,ALO,61,84.826
São Paulo,2024,ALO,62,82.71
São Paulo,2024,ALO,63,83.387
São Paulo,2024,ALO,64,83.931
São Paulo,2024,ALO,65,83.313
Miami,2024,ZHO,17,94.005
Miami,2024,ZHO,18,94.095
Miami,2024,ZHO,19,94.394
Miami,2024,ZHO,20,93.941
Miami,2024,ZHO,21,94.286
Miami,2024,ZHO,24,94.689
Miami,2024,ZHO,25,93.688
Miami,2024,ZHO,26,93.664
Miami,2024,ZHO,27,93.644
Miami,2024,ZHO,33,93.485
Miami,2024,ZHO,34,93.784
Miami,2024,ZHO,35,93.438
Miami,2024,ZHO,36,93.184
Miami,2024,ZHO,37,93.258
Miami,2024,ZHO,38,92.951
Miami,2024,ZHO,39,92.919
Miami,2024,ZHO,40,93.309
Miami,2024,ZHO,41,93.703
Miami,2024,ZHO,42,92.896
Miami,2024,ZHO,43,92.777
Miami,2024,ZHO,44,92.818
Miami,2024,ZHO,45,93.01
Miami,2024,ZHO,46,92.774
Miami,2024,ZHO,47,92.591
Miami,2024,ZHO,48,92.781
Miami,2024,ZHO,49,94.209
Miami,2024,ZHO,50,92.938
Miami,2024,ZHO,51,92.522
Miami,2024,ZHO,52,92.611
Miami,2024,ZHO,53,93.156
Miami,2024,ALB,19,93.692
Miami,2024,ALB,20,93.671
Miami,2024,ALB,21,93.584
Miami,2024,ALB,24,93.607
Miami,2024,ALB,25,93.96
Miami,2024,ALB,26,93.429
Miami,2024,ALB,27,93.474
Miami,2024,ALB,33,93.78
Miami,2024,ALB,34,93.921
Miami,2024,ALB,35,93.497
Miami,2024,ALB,36,92.855
